batch_id,upload_exists,developed_exists,raw_number,jpg_number,metadata_exists,metadata_json_number
TX_2023-10-07/,0,1,0,275,1,273
TX_2023-10-12/,0,1,0,304,1,304
TX_2023-10-23/,0,1,0,84,1,84
TX_2023-10-24/,0,1,0,80,1,80
TX_2023-10-28/,0,1,0,518,1,518
TX_2023-11-02/,0,1,0,497,1,497
TX_2023-11-03/,0,1,0,488,1,488
TX_2023-11-07/,0,1,0,352,1,352
TX_2023-11-14/,0,1,0,359,1,359
TX_2023-11-17/,0,1,0,505,1,505
TX_2023-11-21/,0,1,0,244,1,244
TX_2023-11-28/,0,1,0,502,1,502
TX_2023-12-07/,0,1,0,498,1,498
TX_2023-12-12/,0,1,0,508,1,508
TX_2023-12-15/,0,1,0,5,0,0
TX_2023-12-20/,0,1,0,96,0,0
TX_2024-01-03/,0,1,0,379,0,0
TX_2024-01-09/,0,1,0,426,0,0
TX_2024-01-30/,0,1,0,512,0,0
TX_2024-02-01/,0,1,0,414,0,0
TX_2024-02-06/,0,1,0,505,0,0
TX_2024-02-13/,0,1,0,479,0,0
TX_2024-02-20/,0,1,0,39,0,0
TX_2024-02-27/,0,1,0,263,0,0
TX_2024-03-01/,0,1,0,76,0,0
TX_2024-03-26/,0,1,0,54,1,54
TX_2024-03-28/,0,1,0,39,1,39
TX_2024-04-02/,0,1,0,271,1,271
TX_2024-04-04/,0,1,0,291,1,291
TX_2024-04-08/,0,1,0,314,1,314
TX_2024-04-12/,0,1,0,387,1,387
TX_2024-04-15/,0,1,0,369,1,369
TX_2024-04-22/,0,1,0,300,0,0
TX_2024-05-04/,1,1,0,411,1,411
TX_2024-05-07/,1,1,0,471,1,471
TX_2024-05-10/,1,1,0,483,1,483
TX_2024-05-14/,1,1,0,503,1,503
TX_2024-05-17/,1,1,0,472,1,472
TX_2024-05-20/,1,1,0,437,1,437
TX_2024-05-24/,1,1,0,202,1,202
TX_2024-05-28/,1,1,0,99,1,99
TX_2024-06-06/,1,1,0,267,1,267
TX_2024-06-10/,1,1,0,365,1,365
TX_2024-06-15/,1,1,0,343,1,343
TX_2024-06-17/,1,1,0,355,1,355
TX_2024-06-24/,1,1,0,366,1,366
TX_2024-07-03/,1,1,0,244,1,244
TX_2024-07-06/,0,1,0,348,1,348
TX_2024-07-15/,1,1,0,314,1,314
TX_2024-07-17/,1,1,0,355,1,355
TX_2024-07-24/,0,1,0,276,0,0
TX_2024-07-29/,1,1,0,214,1,214
TX_2024-08-03/,1,1,0,214,1,214
TX_2024-08-07/,1,1,0,175,1,175
TX_2024-08-17/,1,1,0,224,1,224
TX_2024-10-01/,0,1,0,376,0,0
TX_2025-06-09/,0,1,0,658,1,658
TX_2025-06-11/,1,1,655,655,1,655
TX_2025-06-13/,1,1,674,674,1,674
TX_2025-06-16/,1,1,255,255,1,255
TX_2025-06-20/,1,1,671,671,1,671
TX_2025-06-23/,1,1,696,696,1,696
TX_2025-06-27/,1,1,652,652,1,652
TX_2025-06-30/,0,1,0,685,0,0
TX_2025-07-02/,1,1,542,542,1,542
TX_2025-07-07/,1,1,650,650,1,650
TX_2025-07-11/,1,1,646,646,1,646
TX_2025-07-16/,1,1,652,652,1,652
TX_2025-07-18/,1,1,651,651,1,651
TX_2025-07-21/,1,1,652,652,1,652
TX_2025-07-23/,1,1,652,652,1,652
